claim_count_7d,avg_claim_amount,location_jump_km,cluster_claim_count,device_motion_score,vpn_flag,claim_trigger_frequency,trust_score
4,1339,12.69,4,0.65,0,2,0.41
1,1325,7.63,7,0.67,0,1,0.86
0,522,21.52,4,0.48,1,1,0.69
3,725,23.5,3,0.34,0,4,0.94
3,162,24.32,4,0.64,0,6,0.89
5,158,15.18,9,0.36,0,2,0.92
4,1413,24.61,2,0.72,0,3,0.62
0,1095,19.65,10,0.23,1,8,0.75
2,1429,6.95,6,0.62,1,7,0.59
6,412,10.36,7,0.37,0,1,0.51
5,149,21.45,7,0.4,0,2,0.63
3,159,13.63,5,0.39,0,0,0.74
5,196,0.67,2,0.71,1,4,0.73
1,608,7.22,1,0.8,1,7,0.44
15,3918,50.16,27,0.22,0,12,0.26
5,381,10.4,8,0.46,1,1,0.55
4,103,18.23,6,0.21,1,1,0.67
10,1606,28.95,10,0.12,1,5,0.41
1,126,11.62,6,0.77,0,3,0.7
6,298,9.89,3,0.55,1,1,0.46
5,1114,2.8,3,0.61,0,4,0.83
5,884,0.08,2,0.37,1,3,0.76
1,146,4.28,9,0.34,1,3,0.91
0,768,24.06,4,0.47,1,8,0.85
1,792,19.65,3,0.78,0,4,0.73
9,2731,75.8,12,0.2,0,7,0.11
2,1369,5.39,6,0.24,1,2,0.7
4,972,5.98,10,0.45,1,6,0.92
3,470,2.0,7,0.35,0,0,0.97
6,3123,49.49,23,0.08,1,10,0.45
5,792,19.8,7,0.73,1,8,0.76
0,982,1.67,5,0.67,0,2,0.76
1,1418,3.25,2,0.25,0,3,0.52
3,1098,3.68,1,0.94,0,3,0.83
5,903,15.67,8,0.9,0,0,0.42
2,930,1.07,6,0.43,0,5,0.84
5,115,15.6,1,0.66,0,6,0.42
10,3334,30.06,18,0.13,1,5,0.49
0,878,23.65,6,0.32,0,3,0.97
6,649,11.83,2,0.77,0,5,0.71
3,1164,0.09,5,0.44,1,4,0.47
5,325,3.42,6,0.61,1,2,0.79
5,1481,1.57,10,0.78,1,0,0.49
0,676,18.14,8,0.29,1,6,0.92
3,744,10.09,4,0.91,1,4,0.65
6,1083,17.17,2,0.28,0,0,0.43
3,842,3.25,6,0.92,0,0,0.91
1,369,7.43,2,0.77,0,6,0.6
0,247,14.25,10,0.81,1,4,0.52
1,1347,5.27,4,0.5,1,0,0.79
10,1415,56.5,15,0.07,0,12,0.52
4,1244,19.18,10,0.54,0,3,0.89
3,1036,13.52,6,0.89,1,1,0.83
2,1242,11.06,4,0.31,0,3,0.48
6,791,21.42,6,0.67,0,7,0.99
6,354,18.71,3,0.42,1,1,0.6
6,1195,17.79,2,0.56,0,5,0.72
3,221,23.44,5,0.21,1,2,0.49
5,2485,25.94,18,0.22,0,10,0.36
5,3937,38.91,21,0.16,1,5,0.52
6,294,9.94,1,0.7,0,7,0.64
2,1466,4.02,2,0.96,1,2,0.52
0,1041,1.52,1,0.83,0,4,0.8
6,451,1.18,10,0.74,0,5,0.75
0,354,13.07,8,0.54,1,2,0.4
6,697,5.69,3,0.56,1,4,0.58
1,416,7.95,8,0.37,1,5,0.49
0,1042,2.14,2,0.41,1,8,0.56
6,1459,20.21,4,0.27,1,6,0.73
3,921,18.47,6,0.22,1,5,0.45
1,1105,8.62,8,0.23,0,3,0.82
6,868,16.62,7,0.88,1,6,0.5
2,248,12.78,3,0.86,0,6,0.8
1,414,5.93,5,0.99,1,1,0.97
6,701,16.39,4,0.51,1,0,0.68
6,815,21.67,3,0.85,1,8,0.5
3,1193,8.05,7,0.74,1,1,0.71
1,1428,12.41,4,0.85,0,8,0.98
2,949,17.09,9,0.64,0,6,0.94
0,981,16.76,3,0.28,1,8,0.45
5,1391,10.69,6,0.81,1,3,0.75
13,2974,28.53,27,0.14,1,5,0.21
3,874,19.05,1,0.67,1,3,0.67
0,1287,2.3,2,0.28,1,8,0.46
7,2049,91.16,22,0.17,1,5,0.27
6,1071,19.11,1,0.62,0,5,0.87
0,185,11.94,4,0.52,0,5,0.58
15,2965,63.65,14,0.2,1,10,0.42
5,772,4.68,10,0.64,1,1,0.87
2,1019,14.59,9,0.53,1,0,0.8
1,965,17.7,3,0.49,0,4,0.9
5,1714,52.29,19,0.23,1,7,0.53
5,162,17.29,4,0.53,1,6,0.69
6,280,23.51,4,0.85,1,8,0.71
3,1408,14.58,6,0.24,0,1,0.93
0,685,16.62,8,0.44,0,6,0.92
4,899,15.25,6,0.35,1,2,0.54
5,336,15.62,2,0.37,1,6,0.73
6,643,10.55,10,0.28,1,1,0.52
7,2305,78.31,22,0.22,1,5,0.34
15,1382,81.65,26,0.03,1,7,0.23
4,1017,24.22,9,0.97,0,7,0.56
0,1288,9.64,6,0.94,1,7,0.86
4,1288,14.32,1,0.61,0,5,0.83
13,1670,90.05,8,0.12,1,11,0.48
2,436,16.17,5,0.62,1,5,0.83
1,217,4.69,10,0.3,0,3,0.76
4,152,23.8,3,0.38,0,5,0.98
0,159,5.87,1,0.83,0,8,0.9
5,816,4.13,2,0.94,0,7,0.63
6,902,1.73,8,0.94,1,8,0.75
8,1215,90.29,30,0.13,1,6,0.26
4,956,10.76,1,0.7,1,8,0.69
5,1282,16.95,8,0.22,0,0,0.47
1,364,2.04,2,0.44,0,2,0.87
4,934,16.82,9,0.34,0,3,0.94
1,252,23.36,10,0.91,0,8,0.55
5,752,11.28,7,0.41,1,1,0.67
2,1129,0.91,3,0.25,1,2,0.57
1,381,7.6,2,0.89,0,2,0.99
14,2855,61.36,20,0.14,1,8,0.31
4,616,5.09,7,0.24,0,0,0.57
5,138,2.45,8,0.38,1,6,0.69
11,1827,62.41,16,0.15,1,8,0.32
5,102,4.88,4,0.26,1,1,0.74
4,615,19.92,2,0.95,0,4,0.82
8,3762,95.74,11,0.12,1,12,0.4
3,366,0.77,1,0.41,0,6,0.56
2,1188,9.72,3,0.77,0,3,0.97
7,3561,51.8,12,0.03,0,5,0.29
5,600,13.79,8,0.68,1,1,0.58
3,685,5.03,2,0.85,0,7,0.83
14,2426,85.89,15,0.18,1,7,0.44
1,454,19.05,9,0.79,0,0,0.94
5,1324,5.21,4,0.69,0,3,0.91
2,1386,9.8,3,0.51,0,7,0.69
4,516,7.51,10,0.81,1,7,0.56
3,715,20.39,8,0.71,0,0,0.99
6,2479,64.3,16,0.09,0,12,0.44
7,3387,29.9,13,0.03,1,5,0.27
6,875,15.57,9,0.24,0,2,0.86
4,898,16.08,2,0.39,1,2,0.84
0,555,9.71,10,0.94,1,4,0.51
0,1080,17.82,4,0.42,1,6,0.69
2,759,2.74,9,0.35,1,7,0.5
2,494,16.45,7,0.33,1,6,0.71
1,1058,9.52,9,0.42,0,4,0.92
8,2285,53.43,24,0.15,0,7,0.36
3,118,19.95,5,0.69,1,0,0.71
6,776,11.46,6,0.89,0,6,0.46
12,2483,61.15,22,0.07,1,9,0.21
7,2189,75.51,22,0.04,0,10,0.49
2,1077,1.49,3,0.61,0,0,0.63
0,958,8.67,6,0.84,0,2,0.41
3,240,2.53,5,0.43,0,0,0.65
4,318,24.89,9,0.71,1,6,0.98
9,1419,44.59,30,0.18,0,6,0.24
9,3173,26.87,15,0.08,0,8,0.43
6,1102,11.18,4,0.63,0,6,0.77
5,1106,7.23,4,0.94,1,4,0.56
2,694,19.19,8,0.51,1,2,0.87
3,1304,2.73,10,0.94,0,6,0.55
3,304,6.43,3,0.83,1,4,0.91
6,780,4.36,5,0.49,1,5,0.49
5,3765,78.03,21,0.13,1,7,0.48
13,2807,89.52,21,0.07,0,10,0.17
4,874,17.68,2,0.74,1,7,0.42
6,1318,9.17,3,0.9,0,2,0.87
3,680,0.73,5,0.93,0,3,0.4
4,1204,14.74,7,0.65,0,3,0.43
5,306,0.56,5,0.87,0,3,0.98
5,156,15.35,2,0.59,1,3,0.65
6,1205,10.84,8,0.27,1,2,0.58
6,286,10.39,9,0.2,1,1,0.54
6,2111,59.53,14,0.25,1,8,0.25
9,3366,49.09,23,0.21,1,12,0.4
5,151,24.25,10,0.93,1,7,0.47
3,275,4.18,6,0.28,0,8,0.66
13,2694,92.22,11,0.07,1,5,0.31
6,1486,18.64,9,0.62,1,8,0.88
6,918,0.25,9,0.69,0,3,0.61
5,3149,51.56,29,0.11,1,12,0.15
0,458,14.12,5,0.34,0,1,0.81
4,746,18.74,9,0.97,0,3,0.89
9,2696,57.56,14,0.04,0,7,0.33
1,536,14.42,6,0.48,0,8,0.87
0,1313,11.52,10,0.28,0,2,0.73
13,3256,43.89,30,0.25,1,7,0.26
8,3856,25.13,16,0.07,1,12,0.41
0,1395,22.63,6,0.77,1,8,0.87
5,1497,22.63,3,0.63,0,8,0.91
4,693,20.68,2,0.55,1,6,0.78
5,305,3.28,5,0.25,1,5,0.73
5,1133,23.69,4,0.44,1,3,0.42
2,1444,22.41,6,0.95,1,0,0.73
6,454,16.44,1,0.45,0,7,0.71
9,1849,44.41,13,0.2,0,8,0.51
2,1499,3.62,9,0.85,0,4,0.64
3,1349,19.82,7,0.75,1,8,0.49
4,564,8.04,7,0.71,0,3,0.57
5,919,23.73,4,0.76,1,7,0.54
4,994,13.75,2,0.73,0,1,0.97
6,1000,17.16,3,0.23,0,0,0.52
5,1254,4.7,7,0.91,0,1,0.74
11,1454,74.59,24,0.15,0,5,0.14
2,768,3.91,5,0.83,1,1,0.56
0,810,3.54,3,0.85,0,8,0.79
6,809,6.52,4,0.69,1,3,0.74
2,970,11.62,6,0.41,0,7,0.82
1,340,20.07,8,0.37,1,2,0.84
0,510,13.56,6,0.82,0,3,0.97
0,1189,19.11,1,0.22,1,0,0.98
7,1360,26.59,27,0.04,0,8,0.36
15,2276,42.22,16,0.13,1,5,0.41
3,1443,4.16,1,0.64,1,6,0.6
5,1168,23.61,4,0.7,1,0,0.96
2,736,4.45,5,0.8,0,4,0.44
6,1038,6.66,3,0.9,0,4,0.82
5,1170,22.55,2,0.55,1,3,0.81
3,603,9.57,1,0.41,0,3,0.89
1,273,16.44,2,0.6,1,6,0.69
9,3556,64.22,22,0.24,1,8,0.31
15,1296,77.18,22,0.11,1,8,0.23
5,1293,18.51,10,0.77,0,7,0.62
1,1483,24.46,8,0.45,0,8,0.94
1,651,21.77,6,0.61,0,2,0.41
6,453,9.32,7,0.92,1,5,0.79
2,1414,18.59,3,0.28,0,7,0.98
15,2473,32.16,15,0.11,1,9,0.32
1,1483,14.97,5,0.31,0,2,0.69
8,1605,73.81,19,0.01,1,9,0.36
1,624,22.54,1,0.55,0,1,0.48
4,912,13.32,9,0.9,1,1,0.52
3,970,12.74,7,0.87,0,7,0.89
6,1375,18.38,2,0.64,1,6,0.55
0,1029,10.4,4,0.55,1,4,0.83
3,1244,13.79,3,0.23,0,4,0.89
4,664,0.7,8,0.31,0,3,0.85
3,948,3.27,4,0.66,1,6,0.84
5,333,14.93,4,0.21,0,3,0.75
0,964,21.59,3,0.91,1,0,0.85
12,3399,75.5,19,0.21,1,8,0.32
9,2483,45.15,18,0.24,0,9,0.37
5,219,20.54,6,0.46,0,4,0.64
6,3808,60.97,16,0.19,0,5,0.2
2,758,0.79,4,0.81,0,5,0.69
6,737,7.37,10,0.69,1,1,0.99
5,256,4.07,7,0.98,0,0,0.7
5,1496,3.49,6,0.57,1,5,0.5
4,473,18.0,7,0.77,0,4,0.93
4,396,3.46,3,0.36,1,8,0.9
0,831,11.44,3,0.89,0,0,0.86
1,1045,18.35,3,0.58,0,8,0.96
2,119,21.98,3,0.33,1,4,0.78
7,2196,85.05,30,0.23,1,10,0.14
0,369,4.99,5,0.81,1,1,0.44
6,135,7.35,1,0.64,0,4,0.86
6,207,1.76,7,0.29,0,1,0.61
5,1333,3.64,8,0.45,1,1,0.87
6,559,13.64,5,0.28,1,2,0.65
0,480,4.22,1,0.75,0,1,0.63
3,343,19.54,1,0.43,1,3,0.53
12,3771,70.01,22,0.2,1,7,0.15
7,1649,51.08,23,0.14,1,7,0.51
4,912,24.05,10,0.48,1,2,0.77
5,405,9.56,5,0.88,0,6,0.51
1,1393,16.72,10,0.71,1,7,0.96
10,3946,66.83,17,0.01,1,10,0.52
0,1476,0.54,6,0.9,0,2,0.93
4,360,14.46,2,0.55,1,8,0.47
4,1480,3.7,4,0.62,0,1,0.47
9,2155,44.54,19,0.09,1,8,0.2
3,842,1.57,9,0.75,1,8,0.57
0,302,12.37,8,0.39,0,7,0.46
6,266,1.16,5,0.43,1,1,0.89
2,516,8.26,9,0.4,0,6,0.93
8,2088,75.12,21,0.17,0,11,0.39
5,481,15.0,9,0.93,1,3,0.55
1,851,4.57,5,0.51,0,3,0.96
5,313,23.22,9,0.77,1,1,0.93
5,3833,21.9,8,0.03,1,11,0.54
6,1154,21.04,3,0.64,1,5,0.57
0,461,1.97,1,0.54,0,7,0.51
0,152,10.09,9,0.27,1,4,0.7
1,325,18.93,1,0.82,0,7,0.77
6,870,14.61,10,0.21,1,3,0.82
5,578,4.25,4,0.95,0,2,0.63
4,197,19.41,1,0.99,0,1,0.88
6,390,16.88,9,0.38,0,5,0.63
4,699,10.08,6,0.29,0,2,0.85
1,581,8.99,2,0.86,1,2,0.68
11,2391,89.98,12,0.24,1,9,0.49
0,117,3.46,5,0.86,0,3,0.87
1,989,0.02,2,0.47,1,4,0.95
2,242,12.47,9,0.92,1,8,0.56
12,1809,43.04,25,0.15,1,11,0.34
0,950,15.34,7,0.34,0,7,0.61
6,447,21.89,5,0.45,1,1,0.55
6,281,17.18,9,0.48,1,3,0.53
4,617,4.69,1,0.85,0,8,0.54
0,903,0.12,6,0.61,1,4,0.72
1,330,8.12,2,0.65,1,8,0.9
3,138,4.46,4,0.76,1,8,0.6
6,1231,23.42,7,0.78,0,6,0.76
1,857,4.97,1,0.82,1,8,0.95
3,1457,13.57,2,0.3,0,2,0.51
1,841,19.94,8,0.75,1,1,0.43
1,769,4.98,9,0.48,0,3,0.68
0,900,14.91,5,0.99,0,2,0.49
7,1920,80.94,28,0.04,0,10,0.41
0,1438,24.01,1,0.49,1,7,0.65
0,1220,0.65,7,0.53,1,1,0.83
5,1323,25.86,8,0.17,0,9,0.49
3,566,0.69,7,0.43,0,4,0.85
2,971,21.51,9,0.74,1,3,0.82
1,503,20.74,5,0.23,1,7,0.82
4,282,7.09,9,0.38,1,3,0.9
5,266,1.51,6,0.56,0,1,0.5
1,1241,9.16,4,0.55,0,7,0.83
10,1343,38.9,21,0.15,0,6,0.41
2,1317,15.5,7,0.31,0,7,0.42
1,979,13.39,8,0.26,1,3,0.66
2,811,17.49,7,1.0,1,6,0.85
2,422,20.64,8,0.8,1,5,0.9
0,1485,24.06,8,0.92,1,0,0.56
3,158,12.63,10,0.79,1,2,0.54
1,1012,11.2,6,0.46,0,7,0.92
6,706,5.42,5,0.7,1,0,0.72
0,759,15.04,1,0.89,0,2,0.84
3,1444,20.99,4,0.35,0,8,0.68
3,1250,20.46,3,0.98,1,0,0.76
4,661,5.89,7,0.38,1,4,0.96
5,144,9.72,10,0.85,0,5,0.62
0,290,20.21,9,0.23,1,6,0.77
5,388,4.24,10,0.49,0,6,0.89
6,1483,13.55,8,0.25,1,6,0.64
5,219,17.3,5,0.36,1,8,0.54
0,1325,10.57,9,0.39,1,2,0.52
14,3787,47.1,30,0.13,1,5,0.3
3,252,12.91,5,0.57,0,0,0.61
6,1329,16.76,3,0.62,1,8,0.94
4,777,4.44,4,0.43,0,3,0.88
6,1353,9.08,10,0.88,0,6,0.44
2,846,24.17,3,0.93,1,6,0.75
1,1402,5.46,7,0.24,1,2,0.84
5,995,24.31,2,0.3,0,4,0.94
9,1380,21.88,29,0.12,0,8,0.24
4,465,1.87,5,0.41,1,1,0.8
1,575,21.43,8,0.56,1,2,0.76
0,997,19.41,8,0.24,0,4,0.43
2,566,8.73,2,0.96,1,3,0.61
2,1147,1.43,2,0.62,0,1,0.56
3,495,1.85,7,0.9,1,4,0.82
0,174,5.98,3,0.83,0,4,0.64
4,1074,2.9,2,0.92,1,6,0.94
8,3996,41.91,11,0.12,0,8,0.27
4,346,1.97,4,0.77,1,7,0.49
6,521,8.56,8,0.75,0,6,0.77
2,119,11.81,8,0.93,0,5,0.68
5,631,22.58,4,0.21,1,3,0.84
1,908,24.58,9,0.53,0,6,0.47
1,1491,5.59,3,0.23,1,4,0.61
13,1665,33.21,25,0.2,0,10,0.47
4,224,20.6,3,0.53,0,4,0.77
3,749,15.92,2,0.82,0,7,0.43
15,2704,27.65,12,0.09,0,7,0.52
5,1184,17.18,4,0.65,0,6,0.77
14,2778,76.33,19,0.05,1,10,0.25
2,715,17.93,8,0.65,1,3,0.64
14,3064,75.7,12,0.23,1,10,0.2
2,902,23.77,8,0.96,1,8,0.92
1,1168,22.81,3,0.97,0,5,0.59
0,968,2.96,8,0.73,1,7,0.83
6,121,17.05,5,0.38,0,6,0.78
9,3116,84.86,11,0.16,0,10,0.54
12,3888,79.85,13,0.14,1,8,0.42
1,439,22.54,4,0.71,1,5,0.8
2,122,13.09,8,0.79,1,1,0.63
0,1415,5.46,5,0.68,1,3,0.92
6,890,1.2,2,0.31,0,7,0.91
0,1368,15.54,1,0.99,1,5,0.66
3,322,6.0,4,0.27,1,4,0.94
0,1397,0.31,10,0.27,0,1,0.63
1,1174,14.32,4,0.35,1,5,0.7
0,1390,2.29,6,0.31,0,2,0.91
1,1275,18.33,8,0.75,1,2,0.86
2,401,11.59,7,0.28,0,3,0.64
1,639,11.11,5,0.86,1,3,0.52
3,509,7.82,4,0.94,0,8,0.89
3,369,24.38,7,0.95,0,5,0.88
6,947,19.23,3,0.33,0,1,0.53
12,1266,39.25,18,0.05,0,7,0.3
0,213,6.19,8,0.9,0,4,0.84
5,1234,20.02,8,0.82,0,6,0.49
5,682,6.85,4,0.44,1,6,0.79
2,536,6.14,6,0.33,1,6,0.61
6,670,12.55,1,0.89,1,4,0.51
2,556,11.58,8,0.45,1,8,0.91
10,2226,53.1,11,0.06,1,8,0.46
3,518,14.07,3,0.44,0,3,0.78
4,203,0.43,10,0.62,0,4,0.78
5,828,2.92,6,0.76,1,2,0.69
5,1193,13.87,8,0.34,1,5,0.41
3,629,24.14,8,0.75,0,8,0.79
1,1175,17.33,1,0.79,1,0,0.8
5,316,9.34,1,0.42,0,0,0.81
0,116,5.01,8,0.34,1,3,0.8
12,1743,24.16,21,0.09,1,10,0.16
4,538,21.78,1,0.48,0,5,0.91
2,270,12.24,9,0.98,0,0,0.87
2,889,3.85,1,0.44,1,1,0.63
1,336,6.93,5,0.45,1,2,1.0
0,1331,15.27,10,0.64,0,2,0.93
5,1406,17.15,9,0.88,1,3,0.49
6,169,16.66,6,0.79,0,1,0.55
12,1584,93.09,15,0.15,0,12,0.52
2,781,7.03,3,0.96,1,1,0.84
2,318,20.55,3,0.24,1,8,0.95
1,1473,12.79,8,1.0,1,5,0.57
3,1416,22.79,3,0.3,1,1,0.6
5,423,20.52,5,0.67,1,5,0.56
1,1362,17.19,10,0.91,0,6,0.88
2,267,9.75,7,0.82,0,3,0.82
0,578,14.08,5,0.86,0,5,0.81
6,1256,2.84,7,0.94,1,7,0.96
4,1119,7.98,6,0.94,0,6,0.42
1,1352,3.88,10,0.2,1,2,0.72
5,1262,2.78,7,0.38,0,6,0.55
5,504,19.5,4,0.74,0,1,0.54
4,806,15.1,9,0.93,0,2,0.56
0,1084,4.37,5,0.68,1,3,0.59
0,893,23.34,6,0.56,0,0,0.52
0,618,7.34,1,0.66,1,4,0.71
1,228,10.1,7,0.26,0,7,0.94
6,492,3.0,2,0.25,0,6,0.65
5,3680,55.86,21,0.18,0,6,0.43
3,167,20.56,10,0.39,0,4,0.81
2,855,23.46,8,0.78,1,4,0.44
3,1188,5.0,6,0.5,1,4,1.0
6,497,9.54,9,0.78,1,8,0.76
4,1169,19.24,2,0.25,0,6,0.99
4,889,20.32,9,0.95,1,0,0.64
5,1437,0.64,5,0.25,0,0,0.84
0,992,0.62,10,0.71,0,4,0.98
0,476,16.29,9,0.91,0,2,0.42
5,182,5.98,2,0.63,0,7,0.98
3,1100,21.12,1,0.78,1,7,0.6
9,1423,22.55,10,0.02,0,5,0.3
6,1294,16.03,8,0.23,0,4,0.96
1,228,23.99,9,0.87,1,8,0.6
3,217,12.71,10,0.68,0,0,0.83
0,1498,10.41,10,0.63,0,3,0.66
0,1280,0.89,7,0.33,0,2,0.45
0,516,13.12,1,0.6,0,4,0.9
3,481,15.3,5,0.25,0,8,0.9
3,1434,1.08,2,0.83,1,0,0.83
3,1014,16.95,6,0.37,1,6,0.66
1,679,21.01,3,0.51,1,3,0.72
6,102,8.57,7,0.8,1,0,0.57
1,337,14.37,9,0.85,0,3,0.7
0,1062,8.29,2,0.21,0,3,0.94
4,545,14.81,2,0.52,1,3,0.66
1,1326,4.48,2,0.45,0,2,0.96
3,865,22.87,3,0.85,1,5,0.83
0,473,0.16,5,0.62,1,5,0.51
6,120,13.21,1,0.97,1,1,0.66
1,1065,24.58,2,0.36,0,2,0.65
0,856,24.04,10,0.58,0,7,0.6
0,623,21.77,5,0.66,1,6,0.62
1,1498,4.3,10,0.87,1,2,0.72
1,857,11.41,3,0.46,1,3,0.83
5,1206,7.82,1,0.55,1,0,0.58
0,245,15.24,2,0.69,1,2,0.42
3,873,10.13,6,0.79,0,8,0.45
6,599,4.21,4,0.46,0,8,0.44
9,1679,77.33,24,0.2,0,6,0.38
3,688,18.93,1,0.4,1,6,0.92
6,989,19.16,10,0.42,1,7,0.81
5,918,4.32,5,0.75,1,5,0.8
6,650,13.31,4,0.44,0,6,0.46
0,1442,13.78,8,0.26,0,3,0.94
5,1282,3.14,9,0.37,0,4,0.79
11,2983,52.69,13,0.13,0,11,0.41
6,800,21.11,1,0.55,0,0,0.53
6,949,7.96,9,0.74,0,1,0.95
4,550,3.06,3,0.75,1,1,0.62
6,1121,3.42,8,0.51,0,6,0.58
11,3408,34.28,18,0.17,0,11,0.52
6,1407,9.76,2,0.74,0,0,0.54
0,775,1.58,2,0.51,0,8,0.97
11,2348,40.26,23,0.14,0,9,0.32
1,974,7.65,3,0.39,0,4,0.71
2,216,11.49,6,0.54,1,4,0.72
3,1056,1.68,3,0.8,1,3,0.64
1,308,19.27,3,0.65,1,6,0.49
2,998,24.07,8,0.3,1,8,0.89
5,264,16.9,1,0.29,1,7,0.8
2,974,6.81,3,0.31,0,2,0.53
5,1787,27.66,20,0.02,1,11,0.5
3,609,19.0,5,0.78,0,7,0.86
5,263,10.71,1,0.28,0,8,0.92
3,409,21.78,3,0.63,1,3,0.85
10,1641,91.65,15,0.01,0,5,0.13
2,1241,7.78,1,0.42,0,4,0.54
1,615,23.93,9,0.71,1,8,0.87
4,182,1.47,6,0.33,1,5,0.86
1,1061,16.05,5,0.87,1,3,0.4
2,889,17.57,10,0.75,0,7,0.49
6,602,21.82,8,0.52,1,1,0.61
0,275,4.09,3,0.63,0,7,0.58
0,1004,2.51,9,0.29,1,7,0.55
2,1312,20.9,9,0.88,0,0,0.44
2,1007,18.45,2,0.41,1,2,0.51
1,209,19.26,6,0.66,1,6,0.61
15,2168,71.43,23,0.12,1,8,0.11
3,504,5.18,1,0.34,1,6,0.96
2,925,3.47,5,0.48,1,8,0.61
1,1438,9.14,7,0.58,1,8,0.46
1,1153,4.53,3,0.54,0,5,0.51
2,1229,14.59,1,0.72,1,1,0.89
6,1280,17.16,5,0.48,1,7,0.55
4,896,0.4,7,0.91,1,6,0.67
5,1064,12.73,4,0.68,1,8,0.8
6,549,17.37,5,0.61,0,3,0.45
4,493,14.67,6,0.5,0,7,0.66
5,1015,6.66,2,0.4,1,4,0.91
11,2888,46.22,15,0.24,1,5,0.18
5,449,6.03,7,0.24,0,2,0.59
5,218,5.05,7,0.96,1,2,0.41
3,331,23.04,5,0.27,1,3,0.69
10,2403,63.06,15,0.18,0,5,0.1
15,1921,38.78,18,0.24,1,10,0.51
5,371,10.48,8,0.29,0,4,0.46
5,527,16.92,7,0.65,1,8,0.87
6,733,15.41,9,0.67,0,4,0.95
5,3526,62.03,15,0.08,0,7,0.5
6,1308,2.4,1,0.38,1,7,0.88
4,1113,19.53,1,0.43,0,7,0.61
1,1456,8.66,3,0.82,1,7,0.58
4,250,4.79,1,0.28,1,1,0.89
4,994,21.59,7,0.99,1,2,0.58
2,960,2.18,8,0.78,1,4,0.7
0,780,15.54,4,0.42,1,3,0.51
1,769,23.14,7,0.46,0,5,0.95
5,1294,9.59,5,0.95,1,5,0.44
4,269,12.13,2,0.72,1,0,0.8
2,939,9.97,5,1.0,0,5,0.82
5,1338,10.46,3,0.97,1,3,0.7
4,246,1.31,4,0.49,1,1,0.45
2,1095,7.1,9,0.5,0,6,0.42
1,455,15.89,3,0.55,0,7,0.79
2,117,4.23,5,0.9,0,6,0.41
5,972,5.13,5,0.91,1,1,0.9
4,306,2.62,2,0.98,1,7,0.86
6,422,19.08,8,0.2,1,1,0.47
3,173,10.57,1,0.9,1,1,0.73
1,257,11.85,8,0.54,0,2,0.57
6,1334,14.32,2,0.88,0,3,0.88
3,261,9.84,3,0.41,0,3,0.98
5,522,22.59,2,0.58,1,5,0.77
1,1381,7.48,1,0.62,0,3,0.99
0,847,3.83,9,0.8,0,8,0.52
0,892,14.88,4,0.3,1,3,0.74
10,3775,43.02,13,0.19,1,8,0.1
6,924,23.96,1,0.72,1,8,0.71
9,2692,32.15,30,0.01,1,10,0.51
6,704,6.26,9,0.86,0,2,0.78
0,1434,23.82,2,0.7,1,8,0.91
6,1248,15.44,2,0.43,1,3,0.79
1,1374,8.19,5,0.99,0,0,0.41
5,1065,2.69,1,0.22,1,1,0.66
3,893,5.35,3,0.45,0,2,0.83
14,2754,60.45,17,0.14,1,7,0.55
13,1859,70.3,12,0.15,1,10,0.23
1,1378,15.7,3,0.95,0,7,0.91
1,171,16.6,9,0.36,1,4,0.79
4,1067,16.99,6,0.96,0,6,0.74
1,916,11.86,10,0.26,1,7,0.67
6,1419,20.61,3,0.66,0,3,0.53
6,266,5.39,7,0.35,1,5,0.48
3,204,13.14,4,0.89,0,7,0.94
2,1180,24.41,3,0.94,1,5,0.72
6,241,2.51,1,0.4,1,2,0.97
5,250,5.79,9,0.48,1,4,0.94
3,1097,19.77,1,0.41,0,6,0.66
4,266,2.35,7,0.75,0,7,0.63
6,535,17.42,4,0.75,1,3,0.47
2,1092,13.72,1,0.68,0,5,0.95
6,507,24.06,6,0.65,0,3,0.68
6,339,3.68,7,0.85,1,4,0.97
4,804,22.55,6,0.26,0,6,0.88
2,824,14.79,7,0.75,0,1,0.53
1,1172,11.81,7,0.26,0,2,0.96
5,1217,0.17,4,0.99,1,6,0.43
13,3892,85.08,13,0.11,0,11,0.47
4,775,2.24,5,0.7,0,5,0.69
1,708,6.79,7,0.79,1,5,0.7
15,3957,45.61,14,0.24,0,6,0.51
4,792,7.28,10,0.38,0,3,0.58
0,912,13.98,10,0.59,1,7,0.57
5,1238,5.5,9,0.55,0,4,0.77
3,907,7.86,9,0.59,0,3,0.41
7,1843,41.14,25,0.08,1,6,0.47
12,2960,98.5,19,0.09,1,11,0.52
5,313,19.19,5,0.39,1,3,0.44
6,545,11.84,6,0.74,0,6,0.91
3,891,8.61,9,0.61,1,4,0.91
4,313,14.75,1,0.97,1,0,0.45
6,830,10.8,5,0.36,0,6,0.69
13,3890,98.32,17,0.23,0,5,0.5
7,2233,49.86,30,0.17,0,11,0.25
13,1881,59.87,11,0.2,0,9,0.34
5,360,6.41,2,0.34,1,4,0.54
0,350,7.2,1,0.61,0,3,0.68
5,1286,23.26,5,0.22,1,1,0.88
2,167,20.3,5,0.69,0,5,0.51
4,1048,7.12,8,0.35,1,5,0.63
14,1395,58.57,20,0.14,0,8,0.29
2,327,3.76,10,0.93,0,0,0.57
4,936,19.36,10,0.21,0,7,0.51
2,393,16.6,5,0.92,0,6,0.55
